uid,site,plot,year,season,location,management,dip_point,total,pipiens,maculipennis,claviger,annulata,morsitans,cantans,caspius,rhyne_dry,rhyne_cleared,exposure,landcover,width,depth,shaded,turbidity,salinity,water_temp,dissolved_oxygen,ph,cover_carex,cover_celery_leaved_buttercup,cover_duckweed,cover_frog_bit,cover_grass,cover_ivy_leaved_duckweed,cover_juncus,cover_marsh_bedstraw,cover_typha,cover_water_parsnip
1162,97,1,2010,1,West Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,NA,75,0,0.356666667,0.29,11.09,199.7,6.973333333,0,0,0,0,0,0,0,0,0,0
1163,97,2,2010,1,West Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.2,100,0,0.320666667,0.24,11.70333333,192.5333333,7.17,0,0,0,0,0,0,0,0,0,0
1164,97,2,2010,1,West Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.2,100,0,0.320666667,0.24,11.70333333,192.5333333,7.17,0,0,0,0,0,0,0,0,0,0
1165,97,2,2010,1,West Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.2,100,0,0.320666667,0.24,11.70333333,192.5333333,7.17,0,0,0,0,0,0,0,0,0,0
1166,97,2,2010,1,West Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.2,80,0,0.320666667,0.24,11.70333333,192.5333333,7.17,0,0,0,0,0,0,0,0,0,0
1167,97,2,2010,1,West Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.2,70,0,0.320666667,0.24,11.70333333,192.5333333,7.17,0,0,0,0,0,0,0,0,0,0
1168,97,2,2010,1,West Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.2,70,0,0.320666667,0.24,11.70333333,192.5333333,7.17,0,0,0,0,0,0,0,0,0,0
1169,97,3,2010,1,West Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,NA,100,0,0.335333333,0.25,10.99666667,200.7666667,6.873333333,0,0,0.025555555,0.025555555,0,0,0,0,0,0
1170,97,3,2010,1,West Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,NA,100,0,0.335333333,0.25,10.99666667,200.7666667,6.873333333,0,0,0.025555555,0,0,0,0,0,0,0
1171,97,3,2010,1,West Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,NA,100,0,0.335333333,0.25,10.99666667,200.7666667,6.873333333,0,0,0.025555555,0,0,0,0,0,0,0
1172,97,3,2010,1,West Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,NA,100,0,0.335333333,0.25,10.99666667,200.7666667,6.873333333,0,0,0.025555555,0.025555555,0,0,0,0,0,0
1173,97,3,2010,1,West Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,NA,100,0,0.335333333,0.25,10.99666667,200.7666667,6.873333333,0,0,0.05,0.025555555,0,0,0,0,0,0
1174,97,3,2010,1,West Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,NA,100,0,0.335333333,0.25,10.99666667,200.7666667,6.873333333,0,0,0.05,0.025555555,0,0,0,0,0.05,0
1175,97,4,2010,1,West Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,NA,rough pasture,2,40,NA,0.656,0.5,12.43,184.2,7.096666667,0,0,0.05,0,0,0,0,0,0,0
1176,97,4,2010,1,West Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,NA,rough pasture,2,40,NA,0.656,0.5,12.43,184.2,7.096666667,0,0,0.025555555,0,0,0,0,0,0.025555555,0
1177,97,4,2010,1,West Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,0,NA,rough pasture,2,30,NA,0.656,0.5,12.43,184.2,7.096666667,0,0,0.1,0.025555555,0,0,0,0,0,0
1178,97,4,2010,1,West Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,NA,rough pasture,2,40,NA,0.656,0.5,12.43,184.2,7.096666667,0,0,0.05,0.025555555,0,0,0,0,0,0
1179,97,4,2010,1,West Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,0,NA,rough pasture,2,40,NA,0.656,0.5,12.43,184.2,7.096666667,0,0,0,0,0,0,0,0,0,0
1180,97,4,2010,1,West Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,NA,rough pasture,2,30,NA,0.656,0.5,12.43,184.2,7.096666667,0,0,0,0,0,0,0,0,0,0
1181,98,2,2010,1,West Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2,20,0,0.532,0.41,14.40666667,164,7.746666667,0,0,0,0,0,0,0,0,0,0
1182,98,2,2010,1,West Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2,20,0,0.532,0.41,14.40666667,164,7.746666667,0,0,0.025555555,0,0,0,0.025555555,0,0,0
1183,98,2,2010,1,West Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2,20,0,0.532,0.41,14.40666667,164,7.746666667,0,0,0.025555555,0,0,0,0.025555555,0,0,0
1184,98,2,2010,1,West Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2,20,0,0.532,0.41,14.40666667,164,7.746666667,0,0,0.025555555,0,0,0,0,0,0.025555555,0
1185,98,2,2010,1,West Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2,20,0,0.532,0.41,14.40666667,164,7.746666667,0,0,0.025555555,0,0,0,0.025555555,0,0.05,0
1186,98,2,2010,1,West Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2,25,0,0.532,0.41,14.40666667,164,7.746666667,0,0,0.025555555,0,0,0,0.025555555,0,0.025555555,0
1187,98,3,2010,1,West Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,NA,20,0,0.540333333,0.41,14.13333333,166.6333333,7.656666667,0,0,0.025555555,0,0,0,0.025555555,0,0,0
1188,98,3,2010,1,West Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,NA,20,0,0.540333333,0.41,14.13333333,166.6333333,7.656666667,0,0,0.025555555,0,0.025555555,0,0,0,0,0
1189,98,3,2010,1,West Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,NA,20,0,0.540333333,0.41,14.13333333,166.6333333,7.656666667,0,0,0.025555555,0,0,0,0,0,0,0
1190,98,3,2010,1,West Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,NA,20,0,0.540333333,0.41,14.13333333,166.6333333,7.656666667,0,0,0.025555555,0,0,0,0,0,0,0
1191,98,3,2010,1,West Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,NA,20,0,0.540333333,0.41,14.13333333,166.6333333,7.656666667,0,0,0.05,0,0,0,0,0,0,0
1192,98,3,2010,1,West Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,NA,20,0,0.540333333,0.41,14.13333333,166.6333333,7.656666667,0,0,0.025555555,0,0,0,0,0,0,0
1193,98,4,2010,1,West Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,1.5,40,0,0.604333333,0.463333333,13.40666667,173.8666667,7.823333333,0,0,0.05,0,0,0,0,0,0,0
1194,98,4,2010,1,West Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,1.5,50,0,0.604333333,0.463333333,13.40666667,173.8666667,7.823333333,0,0,0.1,0,0.025555555,0,0,0,0,0
1195,98,4,2010,1,West Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,1.5,60,0,0.604333333,0.463333333,13.40666667,173.8666667,7.823333333,0,0,0.05,0.025555555,0.025555555,0,0.025555555,0,0,0
1196,98,4,2010,1,West Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,1.5,50,0,0.604333333,0.463333333,13.40666667,173.8666667,7.823333333,0,0,0.1,0,0.025555555,0,0,0,0,0
1197,98,4,2010,1,West Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,1.5,60,0,0.604333333,0.463333333,13.40666667,173.8666667,7.823333333,0,0,0.05,0,0.025555555,0,0.025555555,0,0,0
1198,98,4,2010,1,West Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,1.5,60,0,0.604333333,0.463333333,13.40666667,173.8666667,7.823333333,0,0,0.05,0.025555555,0.025555555,0,0,0,0,0
1199,98,5,2010,1,West Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2,30,0,0.408333333,0.31,13.58,172.1,7.623333333,0,0,0.2,0,0,0,0,0,0,0
1200,98,5,2010,1,West Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2,70,0,0.408333333,0.31,13.58,172.1,7.623333333,0,0,0.2,0,0,0,0,0,0,0
1201,98,5,2010,1,West Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2,60,0,0.408333333,0.31,13.58,172.1,7.623333333,0,0,0.15,0,0,0,0,0,0,0
1202,98,5,2010,1,West Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2,50,0,0.408333333,0.31,13.58,172.1,7.623333333,0,0,0.1,0,0,0,0,0,0,0
1203,98,5,2010,1,West Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2,40,0,0.408333333,0.31,13.58,172.1,7.623333333,0,0,0.1,0,0,0,0,0,0,0
1204,98,5,2010,1,West Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2,60,0,0.408333333,0.31,13.58,172.1,7.623333333,0,0,0.05,0,0,0,0,0,0,0
1205,81,1,2010,2,Godney,Tier1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,1.1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1206,81,1,2010,2,Godney,Tier1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,1.1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1207,81,1,2010,2,Godney,Tier1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,1.1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1208,81,1,2010,2,Godney,Tier1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,1.1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1209,81,1,2010,2,Godney,Tier1,5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,1.1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1210,81,1,2010,2,Godney,Tier1,6,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,1.1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1211,81,2,2010,2,Godney,Tier1,1,0,0,0,0,0,0,0,0,0,1,1,pasture,1.1,15,0.05,0.499,0.376666667,20.96666667,113.1333333,6.03,0,0,0.6,0.025555555,0,0,0,0,0,0
1212,81,2,2010,2,Godney,Tier1,2,0,0,0,0,0,0,0,0,0,1,1,pasture,1.1,15,0.05,0.499,0.376666667,20.96666667,113.1333333,6.03,0,0,0.65,0.025555555,0,0,0,0,0,0
1213,81,2,2010,2,Godney,Tier1,3,0,0,0,0,0,0,0,0,0,1,1,pasture,1.1,10,0.05,0.499,0.376666667,20.96666667,113.1333333,6.03,0,0,0.4,0.2,0,0,0,0,0,0
1214,81,2,2010,2,Godney,Tier1,4,0,0,0,0,0,0,0,0,0,1,1,pasture,1.1,15,0.05,0.499,0.376666667,20.96666667,113.1333333,6.03,0,0,0.4,0.3,0.025555555,0,0,0,0,0
1215,81,2,2010,2,Godney,Tier1,5,0,0,0,0,0,0,0,0,0,1,1,pasture,1.1,15,0.05,0.499,0.376666667,20.96666667,113.1333333,6.03,0,0,0.8,0.15,0,0,0,0,0,0
1216,81,2,2010,2,Godney,Tier1,6,0,0,0,0,0,0,0,0,0,1,1,pasture,1.1,35,0.05,0.499,0.376666667,20.96666667,113.1333333,6.03,0,0,0.8,0.15,0,0,0,0,0,0
1217,81,3,2010,2,Godney,Tier1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1218,81,3,2010,2,Godney,Tier1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1219,81,3,2010,2,Godney,Tier1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1220,81,3,2010,2,Godney,Tier1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1221,81,3,2010,2,Godney,Tier1,5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1222,81,3,2010,2,Godney,Tier1,6,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1223,82,1,2010,2,South Moor,Tier1,1,0,0,0,0,0,0,0,0,0,0,1,pasture,2.1,50,0.025555555,0.477,0.356666667,20.48666667,116.5666667,6.176666667,0,0,0.3,0,0,0,0,0,0,0
1224,82,1,2010,2,South Moor,Tier1,2,0,0,0,0,0,0,0,0,0,0,1,pasture,2.1,50,0.025555555,0.477,0.356666667,20.48666667,116.5666667,6.176666667,0,0,0.15,0,0,0,0,0,0,0
1225,82,1,2010,2,South Moor,Tier1,3,0,0,0,0,0,0,0,0,0,0,1,pasture,2.1,50,0.025555555,0.477,0.356666667,20.48666667,116.5666667,6.176666667,0,0,0.2,0,0,0,0,0,0,0
1226,82,1,2010,2,South Moor,Tier1,4,1,0,1,0,0,0,0,0,0,0,1,pasture,2.1,50,0.025555555,0.477,0.356666667,20.48666667,116.5666667,6.176666667,0,0,0.2,0,0,0,0,0,0,0
1227,82,1,2010,2,South Moor,Tier1,5,2,0,2,0,0,0,0,0,0,0,1,pasture,2.1,50,0.025555555,0.477,0.356666667,20.48666667,116.5666667,6.176666667,0,0,0.15,0,0,0,0,0,0,0
1228,82,1,2010,2,South Moor,Tier1,6,0,0,0,0,0,0,0,0,0,0,1,pasture,2.1,50,0.025555555,0.477,0.356666667,20.48666667,116.5666667,6.176666667,0,0,0.25,0,0,0,0,0,0,0
1229,82,2,2010,2,South Moor,Tier1,1,0,0,0,0,0,0,0,0,0,0,1,pasture,2.3,50,0.025555555,0.47,0.32,21.55666667,109.8666667,6.606666667,0,0,0.025555555,0,0,0,0,0,0,0
1230,82,2,2010,2,South Moor,Tier1,2,1,0,1,0,0,0,0,0,0,0,1,pasture,2.3,50,0.025555555,0.47,0.32,21.55666667,109.8666667,6.606666667,0,0,0.025555555,0,0,0,0,0,0,0
1231,82,2,2010,2,South Moor,Tier1,3,0,0,0,0,0,0,0,0,0,0,1,pasture,2.3,55,0.025555555,0.47,0.32,21.55666667,109.8666667,6.606666667,0,0,0.025555555,0,0,0,0,0,0,0
1232,82,2,2010,2,South Moor,Tier1,4,2,0,2,0,0,0,0,0,0,0,1,pasture,2.3,55,0.025555555,0.47,0.32,21.55666667,109.8666667,6.606666667,0,0,0.025555555,0,0,0,0,0,0,0
1233,82,2,2010,2,South Moor,Tier1,5,0,0,0,0,0,0,0,0,0,0,1,pasture,2.3,60,0.025555555,0.47,0.32,21.55666667,109.8666667,6.606666667,0,0,0.025555555,0,0,0,0,0,0,0
1234,82,2,2010,2,South Moor,Tier1,6,0,0,0,0,0,0,0,0,0,0,1,pasture,2.3,60,0.025555555,0.47,0.32,21.55666667,109.8666667,6.606666667,0,0,0.025555555,0,0,0,0,0,0,0
1235,82,3,2010,2,South Moor,Tier1,1,0,0,0,0,0,0,0,0,0,0,1,pasture,1.7,40,0.025555555,0.589,0.446666667,23.21,100.0666667,6.93,0,0,0.95,0,0,0,0,0,0,0
1236,82,3,2010,2,South Moor,Tier1,2,0,0,0,0,0,0,0,0,0,0,1,pasture,1.7,40,0.025555555,0.589,0.446666667,23.21,100.0666667,6.93,0,0,0.95,0,0,0,0,0,0,0
1237,82,3,2010,2,South Moor,Tier1,3,0,0,0,0,0,0,0,0,0,0,1,pasture,1.7,30,0.025555555,0.589,0.446666667,23.21,100.0666667,6.93,0,0,0.95,0,0,0,0,0,0,0
1238,82,3,2010,2,South Moor,Tier1,4,0,0,0,0,0,0,0,0,0,0,1,pasture,1.7,50,0.025555555,0.589,0.446666667,23.21,100.0666667,6.93,0,0,0.95,0,0,0,0,0,0,0
1239,82,3,2010,2,South Moor,Tier1,5,0,0,0,0,0,0,0,0,0,0,1,pasture,1.7,40,0.025555555,0.589,0.446666667,23.21,100.0666667,6.93,0,0,0.95,0,0,0,0,0,0,0
1240,82,3,2010,2,South Moor,Tier1,6,0,0,0,0,0,0,0,0,0,0,1,pasture,1.7,50,0.025555555,0.589,0.446666667,23.21,100.0666667,6.93,0,0,0.95,0,0,0,0,0,0,0
1241,82,4,2010,2,South Moor,Tier1,1,0,0,0,0,0,0,0,0,0,0,3,pasture,1,50,0.5,0.302,0.223333333,21.00333333,113.4333333,7.313333333,0,0,0.025555555,0,0,0,0,0,0,0
1242,82,4,2010,2,South Moor,Tier1,2,0,0,0,0,0,0,0,0,0,0,1,pasture,1,60,0.1,0.302,0.223333333,21.00333333,113.4333333,7.313333333,0,0,0,0,0,0,0,0,0,0
1243,82,4,2010,2,South Moor,Tier1,3,0,0,0,0,0,0,0,0,0,0,1,pasture,1,70,0.2,0.302,0.223333333,21.00333333,113.4333333,7.313333333,0,0,0.025555555,0,0,0,0,0,0,0
1244,82,4,2010,2,South Moor,Tier1,4,0,0,0,0,0,0,0,0,0,0,1,pasture,NA,60,0.2,0.302,0.223333333,21.00333333,113.4333333,7.313333333,0,0,0.025555555,0,0,0,0,0,0,0
1245,82,4,2010,2,South Moor,Tier1,5,1,0,1,0,0,0,0,0,0,0,1,pasture,NA,50,0.1,0.302,0.223333333,21.00333333,113.4333333,7.313333333,0,0,0.025555555,0,0,0,0,0,0,0
1246,82,4,2010,2,South Moor,Tier1,6,0,0,0,0,0,0,0,0,0,0,1,pasture,NA,60,0.2,0.302,0.223333333,21.00333333,113.4333333,7.313333333,0,0,0.025555555,0,0,0,0,0,0,0
1247,83,1,2010,2,Common Moor,Tier1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1248,83,1,2010,2,Common Moor,Tier1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1249,83,1,2010,2,Common Moor,Tier1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,rough pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1250,83,1,2010,2,Common Moor,Tier1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,rough pasture,2.9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1251,83,1,2010,2,Common Moor,Tier1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1252,83,1,2010,2,Common Moor,Tier1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1253,83,1,2010,2,Common Moor,Tier1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,rough pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1254,83,1,2010,2,Common Moor,Tier1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,rough pasture,2.9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1255,83,1,2010,2,Common Moor,Tier1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1256,83,1,2010,2,Common Moor,Tier1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1257,83,1,2010,2,Common Moor,Tier1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,rough pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1258,83,1,2010,2,Common Moor,Tier1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,rough pasture,2.9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1259,83,1,2010,2,Common Moor,Tier1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1260,83,1,2010,2,Common Moor,Tier1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1261,83,1,2010,2,Common Moor,Tier1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,rough pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1262,83,1,2010,2,Common Moor,Tier1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,rough pasture,2.9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1263,83,1,2010,2,Common Moor,Tier1,5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1264,83,1,2010,2,Common Moor,Tier1,5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1265,83,1,2010,2,Common Moor,Tier1,5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,rough pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1266,83,1,2010,2,Common Moor,Tier1,5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,rough pasture,2.9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1267,83,1,2010,2,Common Moor,Tier1,6,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1268,83,1,2010,2,Common Moor,Tier1,6,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1269,83,1,2010,2,Common Moor,Tier1,6,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,rough pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1270,83,1,2010,2,Common Moor,Tier1,6,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,rough pasture,2.9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1271,83,2,2010,2,Common Moor,Tier1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1272,83,2,2010,2,Common Moor,Tier1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1273,83,2,2010,2,Common Moor,Tier1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,rough pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1274,83,2,2010,2,Common Moor,Tier1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,rough pasture,2.9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1275,83,2,2010,2,Common Moor,Tier1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1276,83,2,2010,2,Common Moor,Tier1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1277,83,2,2010,2,Common Moor,Tier1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,rough pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1278,83,2,2010,2,Common Moor,Tier1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,rough pasture,2.9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1279,83,2,2010,2,Common Moor,Tier1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1280,83,2,2010,2,Common Moor,Tier1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1281,83,2,2010,2,Common Moor,Tier1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,rough pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1282,83,2,2010,2,Common Moor,Tier1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,rough pasture,2.9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1283,83,2,2010,2,Common Moor,Tier1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1284,83,2,2010,2,Common Moor,Tier1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1285,83,2,2010,2,Common Moor,Tier1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,rough pasture,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1286,83,2,2010,2,Common Moor,Tier1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,rough pasture,2.9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1287,83,2,2010,2,Common Moor,Tier1,5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,pasture,3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
