interlink_larva_dippin_with_metadata,cross_ref,site,plot,plot_id,year,season,location,dip_point,management,rhyne_dry,totals_n_larvae,totals_not_ided,totals_n_an_maculipennis,totals_n_an_claviger,totals_n_cx_pipiens,totals_n_cs_annulata,totals_n_cs_morsitans,totals_n_oc_annulipes_cantans,totals_n_oc_caspius,landcover,buttercup,grass,clover,carex,juncus,marsh_marigold,meadow_sweet,nettles,thistle,water_mint,dandelion,birch,alder,dog_rose,hawthorn,oak,sallow,willow,ladies_frock,cows_visible,sheep_visible,other_life_stock_visible,rhyne_cleared,dry_ever_in_that_year,dry_ever_all_years,average_width_m,waterboard_water_level_below_land_m,water_temperature_c,turbidity,salinity,dissolved_oxygen,p_h_probe,av_depth_proximal_edge_cm,av_depth_centre_cm,exposure,percentage_water_shaded,central_cover_carex_percent,central_cover_celery_leaved_buttercup_percent,central_cover_duckweed_percent,central_cover_frog_bit_percent,central_cover_grass_percent,central_cover_ivy_leaved_duckweed_percent,central_cover_juncus_percent,central_cover_marsh_bedstraw_percent,central_cover_typha_percent,central_cover_water_parsnip_percent
32002,320,83,4,8304,2010,2,Common Moor,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,pasture,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32002,320,83,4,8304,2010,2,Common Moor,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,pasture,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32002,320,83,4,8304,2010,2,Common Moor,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32002,320,83,4,8304,2010,2,Common Moor,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32003,320,83,4,8304,2010,2,Common Moor,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,pasture,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32003,320,83,4,8304,2010,2,Common Moor,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,pasture,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32003,320,83,4,8304,2010,2,Common Moor,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32003,320,83,4,8304,2010,2,Common Moor,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32004,320,83,4,8304,2010,2,Common Moor,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,pasture,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32004,320,83,4,8304,2010,2,Common Moor,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,pasture,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32004,320,83,4,8304,2010,2,Common Moor,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32004,320,83,4,8304,2010,2,Common Moor,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32005,320,83,4,8304,2010,2,Common Moor,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,pasture,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32005,320,83,4,8304,2010,2,Common Moor,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,pasture,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32005,320,83,4,8304,2010,2,Common Moor,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32005,320,83,4,8304,2010,2,Common Moor,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32006,320,83,4,8304,2010,2,Common Moor,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,pasture,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32006,320,83,4,8304,2010,2,Common Moor,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,pasture,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32006,320,83,4,8304,2010,2,Common Moor,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32006,320,83,4,8304,2010,2,Common Moor,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32101,321,84,1,8401,2010,2,Walton Moor,1,3,0,1,0,1,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.4,0.75,24.24,0.535666667,0.403333333,94.73333333,6.793333333,15,40,1,15,0,0,0,0,0,0,0,0,0,0
32102,321,84,1,8401,2010,2,Walton Moor,2,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.4,0.75,24.24,0.535666667,0.403333333,94.73333333,6.793333333,10,40,1,15,0,0,0,0,0,0,0,0,0,0
32103,321,84,1,8401,2010,2,Walton Moor,3,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.4,0.75,24.24,0.535666667,0.403333333,94.73333333,6.793333333,15,40,1,15,0,0,0,0,0,0,0,0,0,0
32104,321,84,1,8401,2010,2,Walton Moor,4,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.4,0.75,24.24,0.535666667,0.403333333,94.73333333,6.793333333,10,30,1,15,0,0,0,0,0,0,0,0,0,0
32105,321,84,1,8401,2010,2,Walton Moor,5,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.4,0.75,24.24,0.535666667,0.403333333,94.73333333,6.793333333,15,40,1,15,0,0,0,0,0,0,0,0,0,0
32106,321,84,1,8401,2010,2,Walton Moor,6,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.4,0.75,24.24,0.535666667,0.403333333,94.73333333,6.793333333,10,35,1,15,0,0,0,0,0,0,0,0,0,0
32201,322,84,2,8402,2010,2,Walton Moor,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,1,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32202,322,84,2,8402,2010,2,Walton Moor,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,1,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32203,322,84,2,8402,2010,2,Walton Moor,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,1,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32204,322,84,2,8402,2010,2,Walton Moor,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,1,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32205,322,84,2,8402,2010,2,Walton Moor,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,1,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32206,322,84,2,8402,2010,2,Walton Moor,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,1,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
32301,323,84,3,8403,2010,2,Walton Moor,1,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,0.6,21.94,0.894,0.686666667,107.2333333,6.736666667,2.5,2.5,3,35,0,0,0,0,0,0,0,0,0,0
32302,323,84,3,8403,2010,2,Walton Moor,2,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,0.6,21.94,0.894,0.686666667,107.2333333,6.736666667,2.5,2.5,3,35,0,0,0,0,0,0,0,0,0,0
32303,323,84,3,8403,2010,2,Walton Moor,3,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,0.6,21.94,0.894,0.686666667,107.2333333,6.736666667,2.5,2.5,3,35,0,0,0,0,0,0,0,0,0,0
32304,323,84,3,8403,2010,2,Walton Moor,4,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,0.6,21.94,0.894,0.686666667,107.2333333,6.736666667,2.5,2.5,3,35,0,0,0,0,0,0,0,0,0,0
32305,323,84,3,8403,2010,2,Walton Moor,5,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,0.6,21.94,0.894,0.686666667,107.2333333,6.736666667,2.5,2.5,3,35,0,0,0,0,0,0,0,0,0,0
32306,323,84,3,8403,2010,2,Walton Moor,6,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,0.6,21.94,0.894,0.686666667,107.2333333,6.736666667,2.5,2.5,3,35,0,0,0,0,0,0,0,0,0,0
32401,324,84,4,8404,2010,2,Walton Moor,1,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.3,0.6,24.46,0.899333333,0.69,93.6,6.986666667,10,60,1,10,0,0,0,0,0,0,0,0,0,0
32402,324,84,4,8404,2010,2,Walton Moor,2,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.3,0.6,24.46,0.899333333,0.69,93.6,6.986666667,15,60,1,10,0,0,0,0,0,0,0,0,0,0
32403,324,84,4,8404,2010,2,Walton Moor,3,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.3,0.6,24.46,0.899333333,0.69,93.6,6.986666667,20,80,1,10,0,0,0,0,0,0,0,0,0,2.5555555
32404,324,84,4,8404,2010,2,Walton Moor,4,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.3,0.6,24.46,0.899333333,0.69,93.6,6.986666667,20,60,1,10,0,0,0,0,0,0,0,0,0,2.5555555
32405,324,84,4,8404,2010,2,Walton Moor,5,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.3,0.6,24.46,0.899333333,0.69,93.6,6.986666667,20,45,1,10,0,0,0,0,0,0,0,0,0,0
32406,324,84,4,8404,2010,2,Walton Moor,6,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.3,0.6,24.46,0.899333333,0.69,93.6,6.986666667,20,70,1,10,0,0,0,0,0,0,0,0,0,0
32501,325,85,1,8501,2010,2,Aller Moor,1,1,0,212,0,0,1,86,125,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.8,0.4,18.91,0.569,0.43,126.9,7.5,10,30,3,60,0,0,0,0,70,0,0,0,0,0
32502,325,85,1,8501,2010,2,Aller Moor,2,1,0,123,75,0,0,30,18,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.8,0.4,18.91,0.569,0.43,126.9,7.5,10,50,3,60,0,0,0,0,30,0,0,0,0,10
32503,325,85,1,8501,2010,2,Aller Moor,3,1,0,89,0,0,0,35,54,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.8,0.4,18.91,0.569,0.43,126.9,7.5,15,50,3,60,0,0,0,0,0,0,0,10,0,60
32504,325,85,1,8501,2010,2,Aller Moor,4,1,0,235,0,0,7,69,159,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.8,0.4,18.91,0.569,0.43,126.9,7.5,10,30,3,60,0,0,0,0,20,0,0,0,0,20
32505,325,85,1,8501,2010,2,Aller Moor,5,1,0,165,0,0,0,82,83,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.8,0.4,18.91,0.569,0.43,126.9,7.5,20,20,3,60,0,0,0,0,20,0,0,0,0,20
32506,325,85,1,8501,2010,2,Aller Moor,6,1,0,253,1,0,0,134,118,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.8,0.4,18.91,0.569,0.43,126.9,7.5,15,60,3,60,0,0,0,0,20,0,0,0,0,10
32601,326,85,2,8502,2010,2,Aller Moor,1,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2.8,0.5,18.02666667,0.579,0.443333333,133.1666667,8,15,80,2,100,0,0,0,0,0,0,0,0,0,0
32602,326,85,2,8502,2010,2,Aller Moor,2,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2.8,0.5,18.02666667,0.579,0.443333333,133.1666667,8,10,70,2,100,0,0,0,0,0,0,0,0,0,0
32603,326,85,2,8502,2010,2,Aller Moor,3,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2.8,0.5,18.02666667,0.579,0.443333333,133.1666667,8,15,80,2,100,0,0,0,0,0,0,0,0,0,0
32604,326,85,2,8502,2010,2,Aller Moor,4,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2.8,0.5,18.02666667,0.579,0.443333333,133.1666667,8,20,80,2,100,0,0,0,0,0,0,0,0,0,0
32605,326,85,2,8502,2010,2,Aller Moor,5,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.8,0.5,18.02666667,0.579,0.443333333,133.1666667,8,30,70,1,10,0,0,0,0,0,0,0,0,0,0
32606,326,85,2,8502,2010,2,Aller Moor,6,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.8,0.5,18.02666667,0.579,0.443333333,133.1666667,8,30,70,1,10,0,0,0,0,0,0,0,0,0,0
32701,327,85,3,8503,2010,2,Aller Moor,1,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1.1,20.36,1.099666667,0.856666667,116.5,8.5,20,30,3,40,0,0,0,0,0,0,0,0,0,0
32702,327,85,3,8503,2010,2,Aller Moor,2,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1.1,20.36,1.099666667,0.856666667,116.5,8.5,30,40,3,40,0,0,0,0,0,0,0,0,0,0
32703,327,85,3,8503,2010,2,Aller Moor,3,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1.1,20.36,1.099666667,0.856666667,116.5,8.5,15,40,3,40,0,0,0,0,0,0,0,0,0,0
32704,327,85,3,8503,2010,2,Aller Moor,4,1,0,1,1,0,0,0,0,0,0,0,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1.1,20.36,1.099666667,0.856666667,116.5,8.5,20,30,3,40,0,0,0,0,0,0,0,0,0,0
32705,327,85,3,8503,2010,2,Aller Moor,5,1,0,2,0,2,0,0,0,0,0,0,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1.1,20.36,1.099666667,0.856666667,116.5,8.5,20,30,3,40,0,0,0,0,0,0,0,0,0,0
32706,327,85,3,8503,2010,2,Aller Moor,6,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1.1,20.36,1.099666667,0.856666667,116.5,8.5,15,20,3,40,0,0,0,0,0,0,0,0,0,0
32801,328,85,4,8504,2010,2,Aller Moor,1,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.6,0.4,17.65,0.381666667,0.29,138.8333333,7,20,60,2,100,0,0,0,0,0,0,0,0,0,20
32802,328,85,4,8504,2010,2,Aller Moor,2,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.6,0.4,17.65,0.381666667,0.29,138.8333333,7,15,50,2,70,0,0,0,0,0,0,0,5,0,2.5555555
32803,328,85,4,8504,2010,2,Aller Moor,3,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.6,0.4,17.65,0.381666667,0.29,138.8333333,7,15,60,3,60,0,0,0,0,2.5555555,0,0,10,0,25
32804,328,85,4,8504,2010,2,Aller Moor,4,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.6,0.4,17.65,0.381666667,0.29,138.8333333,7,30,60,3,60,0,0,0,0,0,0,0,2.5555555,0,20
32805,328,85,4,8504,2010,2,Aller Moor,5,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.6,0.4,17.65,0.381666667,0.29,138.8333333,7,15,70,3,50,0,0,0,0,0,0,0,0,0,5
32806,328,85,4,8504,2010,2,Aller Moor,6,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.6,0.4,17.65,0.381666667,0.29,138.8333333,7,40,70,2,70,0,0,0,0,0,0,0,0,0,2.5555555
32901,329,86,1,8601,2010,2,Southlake Moor,1,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.4,18.49,0.579666667,0.443333333,129.9,5.813333333,5,40,2,80,0,0,0,0,0,0,0,0,0,10
32902,329,86,1,8601,2010,2,Southlake Moor,2,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0.4,18.49,0.579666667,0.443333333,129.9,5.813333333,10,70,2,80,0,0,0,0,0,0,0,0,0,0
32903,329,86,1,8601,2010,2,Southlake Moor,3,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.4,18.49,0.579666667,0.443333333,129.9,5.813333333,10,30,2,80,0,0,0,0,0,0,0,0,0,0
32904,329,86,1,8601,2010,2,Southlake Moor,4,3,0,1,0,0,1,0,0,0,0,0,pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.4,18.49,0.579666667,0.443333333,129.9,5.813333333,5,20,2,80,0,0,0,0,0,0,0,0,0,5
32905,329,86,1,8601,2010,2,Southlake Moor,5,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.4,18.49,0.579666667,0.443333333,129.9,5.813333333,5,20,2,80,0,0,0,0,0,0,0,0,0,5
32906,329,86,1,8601,2010,2,Southlake Moor,6,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.4,18.49,0.579666667,0.443333333,129.9,5.813333333,5,10,2,80,0,0,0,0,0,0,0,0,0,2.5555555
33001,330,86,2,8602,2010,2,Southlake Moor,1,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.25,19.56,0.519333333,0.393333333,122.3,5.53,3,10,2,85,0,0,0,0,0,0,0,10,0,30
33002,330,86,2,8602,2010,2,Southlake Moor,2,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.25,19.56,0.519333333,0.393333333,122.3,5.53,3,5,2,85,0,0,0,0,0,0,0,10,0,20
33003,330,86,2,8602,2010,2,Southlake Moor,3,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.25,19.56,0.519333333,0.393333333,122.3,5.53,3,5,2,85,0,0,0,0,0,0,0,10,0,30
33004,330,86,2,8602,2010,2,Southlake Moor,4,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.25,19.56,0.519333333,0.393333333,122.3,5.53,3,10,2,85,0,0,0,0,0,0,0,20,0,30
33005,330,86,2,8602,2010,2,Southlake Moor,5,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.25,19.56,0.519333333,0.393333333,122.3,5.53,3,15,2,85,0,0,0,0,0,0,0,0,5,10
