interlink_larva_dippin_with_metadata,sort,cross_ref.x,site.x,plot.x,plot_id.x,year.x,season.x,location.x,dip_point.x,water_tier_management.x,date,no_of_dips,rhyne_dry.x,totals_n_larvae,totals_not_ided,totals_n_an_maculipennis,totals_n_an_claviger,totals_n_cx_pipiens,totals_n_cs_annulata,totals_n_cs_morsitans,totals_n_oc_annulipes_cantans,totals_n_oc_caspius,a_round_dip_location,a_round_nlarvae,a_round_not_ided,a_round_an_maculipennis,a_round_an_claviger,a_round_cx_pipiens,a_round_cs_annulata,a_round_cs_morsitans,a_round_oc_annulipes_cantans,a_round_oc_caspius,b_round_dip_location,b_round_nlarvae,b_round_not_ided,b_round_an_maculipennis,b_round_an_claviger,b_round_cx_pipiens,b_round_cs_annulata,b_round_cs_morsitans,b_round_oc_annulipes_cantans,b_round_oc_caspius,c_round_dip_location,c_round_nlarvae,c_round_not_ided,c_round_an_maculipennis,c_round_an_claviger,c_round_cx_pipiens,c_round_cs_annulata,c_round_cs_morsitans,c_round_oc_annulipes_cantans,c_round_oc_caspius,data_entered_by_comment,who_assessed_vegetation,new_averaged_gps_readings_st,new_averaged_gps_readings_eastings,new_averaged_gps_readings_northings,eastings_recordings_from_field_data_sheet,northings_recordings_from_field_data_sheet,water_tier_management.y,sample_date,sampling_time,operator,landcover_rough_pasture_rough_pasture_reed_bed_wet_woodland,buttercup,grass,clover,carex,juncus,marsh_marigold,meadow_sweet,nettles,thistle,water_mint,dandelion,birch,alder,dog_rose,hawthorn,oak,sallow,willow,ladies_frock,cows_visible,sheep_visible,other_life_stock_visible,rhyne_cleared,dry_ever_in_that_year,dry_ever_all_years,average_width_m,approx_length_m,approx_size_m2,waterboard_water_level_below_land_m,water_temperature_c,turbidity,salinity,dissolved_oxygen,p_h_probe,av_depth_proximal_edge_cm,av_depth_centre_cm,exposure_1_sun_3_shade_2_partial_shade_4_open_but_emergent_vegetation_within_rhyne_5_open_but_shaded_by_very_high_bank_or_dense_overhanging_bank_vegetation,percentage_water_shaded
32801,518,328,85,4,8504,2010,2,Aller Moor,1,1,40364,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,SMS,MP,ST,39079,28168,39079,28168,1,40364,0.472222222,"BP, MP, NG, SS",pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.6,nr,nr,0.4,17.65,0.381666667,0.29,138.8333333,7,20,60,2,100
32802,519,328,85,4,8504,2010,2,Aller Moor,2,1,40364,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,SMS,MP,ST,39072,28172,nr,nr,1,40364,0.472222222,"BP, MP, NG, SS",pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.6,nr,nr,0.4,17.65,0.381666667,0.29,138.8333333,7,15,50,2,70
32803,520,328,85,4,8504,2010,2,Aller Moor,3,1,40364,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,39072,28173,nr,nr,1,40364,0.472222222,"BP, MP, NG, SS",pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.6,nr,nr,0.4,17.65,0.381666667,0.29,138.8333333,7,15,60,3,60
32804,521,328,85,4,8504,2010,2,Aller Moor,4,1,40364,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,39069,28177,nr,nr,1,40364,0.472222222,"BP, MP, NG, SS",pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.6,nr,nr,0.4,17.65,0.381666667,0.29,138.8333333,7,30,60,3,60
32805,522,328,85,4,8504,2010,2,Aller Moor,5,1,40364,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,SMS,MP,ST,39068,28178,nr,nr,1,40364,0.472222222,"BP, MP, NG, SS",pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.6,nr,nr,0.4,17.65,0.381666667,0.29,138.8333333,7,15,70,3,50
32806,523,328,85,4,8504,2010,2,Aller Moor,6,1,40364,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS (corrected Eastings value),MP,ST,39067,28179,nr,nr,1,40364,0.472222222,"BP, MP, NG, SS",pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.6,nr,nr,0.4,17.65,0.381666667,0.29,138.8333333,7,40,70,2,70
32901,524,329,86,1,8601,2010,2,Southlake Moor,1,3,40362,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37148,30162,37148,30162,3,40362,0.746527778,"SS, BP, MP, NG",pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,0.4,18.49,0.579666667,0.443333333,129.9,5.813333333,5,40,2,80
32902,525,329,86,1,8601,2010,2,Southlake Moor,2,3,40362,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37150,30162,nr,nr,3,40362,0.746527778,"SS, BP, MP, NG",pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,nr,nr,0.4,18.49,0.579666667,0.443333333,129.9,5.813333333,10,70,2,80
32903,526,329,86,1,8601,2010,2,Southlake Moor,3,3,40362,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37152,30167,nr,nr,3,40362,0.746527778,"SS, BP, MP, NG",pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,0.4,18.49,0.579666667,0.443333333,129.9,5.813333333,10,30,2,80
32904,527,329,86,1,8601,2010,2,Southlake Moor,4,3,40362,3,0,1,0,0,1,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,1,0,0,1,0,0,0,0,0,SMS,MP,ST,37155,30170,nr,nr,3,40362,0.746527778,"SS, BP, MP, NG",pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,0.4,18.49,0.579666667,0.443333333,129.9,5.813333333,5,20,2,80
32905,528,329,86,1,8601,2010,2,Southlake Moor,5,3,40362,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37157,30176,nr,nr,3,40362,0.746527778,"SS, BP, MP, NG",pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,0.4,18.49,0.579666667,0.443333333,129.9,5.813333333,5,20,2,80
32906,529,329,86,1,8601,2010,2,Southlake Moor,6,3,40362,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37158,30178,nr,nr,3,40362,0.746527778,"SS, BP, MP, NG",pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,0.4,18.49,0.579666667,0.443333333,129.9,5.813333333,5,10,2,80
33001,530,330,86,2,8602,2010,2,Southlake Moor,1,3,40362,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37039,30161,37039,30161,3,40362,0.763888889,"SS, BP, MP, NG",pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,nr,nr,0.25,19.56,0.519333333,0.393333333,122.3,5.53,3,10,2,85
33002,531,330,86,2,8602,2010,2,Southlake Moor,2,3,40362,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37039,30163,nr,nr,3,40362,0.763888889,"SS, BP, MP, NG",pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,nr,nr,0.25,19.56,0.519333333,0.393333333,122.3,5.53,3,5,2,85
33003,532,330,86,2,8602,2010,2,Southlake Moor,3,3,40362,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37040,30166,nr,nr,3,40362,0.763888889,"SS, BP, MP, NG",pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,nr,nr,0.25,19.56,0.519333333,0.393333333,122.3,5.53,3,5,2,85
33004,533,330,86,2,8602,2010,2,Southlake Moor,4,3,40362,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37041,30168,nr,nr,3,40362,0.763888889,"SS, BP, MP, NG",pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,nr,nr,0.25,19.56,0.519333333,0.393333333,122.3,5.53,3,10,2,85
33005,534,330,86,2,8602,2010,2,Southlake Moor,5,3,40362,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37043,30172,nr,nr,3,40362,0.763888889,"SS, BP, MP, NG",pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,nr,nr,0.25,19.56,0.519333333,0.393333333,122.3,5.53,3,15,2,85
33006,535,330,86,2,8602,2010,2,Southlake Moor,6,3,40362,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37046,30176,nr,nr,3,40362,0.763888889,"SS, BP, MP, NG",pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,nr,nr,0.25,19.56,0.519333333,0.393333333,122.3,5.53,3,70,2,85
33101,536,331,86,3,8603,2010,2,Southlake Moor,1,3,40362,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMS,MP,ST,36935,30109,36935,30109,3,40362,0.777777778,"SS, BP, MP, NG",pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.4,17.705,0.368,0.275,135.8,6.385,0,0,2,80
33102,537,331,86,3,8603,2010,2,Southlake Moor,2,3,40362,3,0,27,0,0,1,0,26,0,0,0,D,0,0,0,0,0,0,0,0,0,D,2,0,0,0,0,2,0,0,0,C,25,0,0,1,0,24,0,0,0,SMS,MP,ST,36934,30107,nr,nr,3,40362,0.777777778,"SS, BP, MP, NG",pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.4,17.705,0.368,0.275,135.8,6.385,2,2,2,80
33103,538,331,86,3,8603,2010,2,Southlake Moor,3,3,40362,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,36933,30104,nr,nr,3,40362,0.777777778,"SS, BP, MP, NG",pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.5,nr,nr,0.4,17.705,0.368,0.275,135.8,6.385,3,30,2,80
33104,539,331,86,3,8603,2010,2,Southlake Moor,4,3,40362,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,36932,30098,nr,nr,3,40362,0.777777778,"SS, BP, MP, NG",pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.4,17.705,0.368,0.275,135.8,6.385,4,50,2,80
33105,540,331,86,3,8603,2010,2,Southlake Moor,5,3,40362,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,SMS,MP,ST,36932,30097,nr,nr,3,40362,0.777777778,"SS, BP, MP, NG",pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.4,17.705,0.368,0.275,135.8,6.385,15,50,2,80
33106,541,331,86,3,8603,2010,2,Southlake Moor,6,3,40362,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,36931,30092,nr,nr,3,40362,0.777777778,"SS, BP, MP, NG",pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.4,17.705,0.368,0.275,135.8,6.385,2,15,2,80
33201,542,332,86,4,8604,2010,2,Southlake Moor,1,3,40362,3,0,11,0,0,0,0,11,0,0,0,P,2,0,0,0,0,2,0,0,0,C,4,0,0,0,0,4,0,0,0,P,5,0,0,0,0,5,0,0,0,SMS,MP,ST,37042,29970,37042,29970,3,40362,0.798611111,"SS, BP, MP, NG",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.1,nr,nr,0.65,16.58333333,0.458,0.346666667,144.7666667,6.5,5,20,2,95
33202,543,332,86,4,8604,2010,2,Southlake Moor,2,3,40362,3,0,4,0,0,0,0,4,0,0,0,D,2,0,0,0,0,2,0,0,0,P,0,0,0,0,0,0,0,0,0,D,2,0,0,0,0,2,0,0,0,SMS,MP,ST,37041,29970,nr,nr,3,40362,0.798611111,"SS, BP, MP, NG",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.1,nr,nr,0.65,16.58333333,0.458,0.346666667,144.7666667,6.5,5,25,2,95
33203,544,332,86,4,8604,2010,2,Southlake Moor,3,3,40362,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37041,29969,nr,nr,3,40362,0.798611111,"SS, BP, MP, NG",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.1,nr,nr,0.65,16.58333333,0.458,0.346666667,144.7666667,6.5,10,30,2,95
33204,545,332,86,4,8604,2010,2,Southlake Moor,4,3,40362,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37042,29967,nr,nr,3,40362,0.798611111,"SS, BP, MP, NG",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.1,nr,nr,0.65,16.58333333,0.458,0.346666667,144.7666667,6.5,5,15,2,95
33205,546,332,86,4,8604,2010,2,Southlake Moor,5,3,40362,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37041,29967,nr,nr,3,40362,0.798611111,"SS, BP, MP, NG",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.1,nr,nr,0.65,16.58333333,0.458,0.346666667,144.7666667,6.5,5,20,2,95
33206,547,332,86,4,8604,2010,2,Southlake Moor,6,3,40362,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37041,29966,nr,nr,3,40362,0.798611111,"SS, BP, MP, NG",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.1,nr,nr,0.65,16.58333333,0.458,0.346666667,144.7666667,6.5,3,10,2,95
33301,548,333,87,1,8701,2010,2,East Waste,1,3,40360,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,48122,41699,48122,41699,3,40360,0.461805556,"SS, MP, RM",rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.3,nr,nr,0.6,20.22333333,0.455333333,0.326666667,116.9666667,5.92,5,10,1,25
33302,549,333,87,1,8701,2010,2,East Waste,2,3,40360,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,48118,41696,nr,nr,3,40360,0.461805556,"SS, MP, RM",rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.3,nr,nr,0.6,20.22333333,0.455333333,0.326666667,116.9666667,5.92,5,20,1,25
33303,550,333,87,1,8701,2010,2,East Waste,3,3,40360,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,48118,41695,nr,nr,3,40360,0.461805556,"SS, MP, RM",rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.3,nr,nr,0.6,20.22333333,0.455333333,0.326666667,116.9666667,5.92,5,30,1,25
33304,551,333,87,1,8701,2010,2,East Waste,4,3,40360,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,48117,41695,nr,nr,3,40360,0.461805556,"SS, MP, RM",rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.3,nr,nr,0.6,20.22333333,0.455333333,0.326666667,116.9666667,5.92,5,30,1,25
33305,552,333,87,1,8701,2010,2,East Waste,5,3,40360,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,48116,41695,nr,nr,3,40360,0.461805556,"SS, MP, RM",rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.3,nr,nr,0.6,20.22333333,0.455333333,0.326666667,116.9666667,5.92,5,35,1,25
33306,553,333,87,1,8701,2010,2,East Waste,6,3,40360,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,48113,41692,nr,nr,3,40360,0.461805556,"SS, MP, RM",rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.3,nr,nr,0.6,20.22333333,0.455333333,0.326666667,116.9666667,5.92,5,40,1,25
33401,554,334,87,2,8702,2010,2,East Waste,1,3,40360,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47987,41852,47987,41852,3,40360,0.503472222,"SS, MP, RM",rough pasture,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,0.4,18.08666667,0.432333333,0.323333333,132.8666667,8,15,70,3,30
33402,555,334,87,2,8702,2010,2,East Waste,2,3,40360,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47989,41853,nr,nr,3,40360,0.503472222,"SS, MP, RM",rough pasture,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,0.4,18.08666667,0.432333333,0.323333333,132.8666667,8,15,70,1,25
33403,556,334,87,2,8702,2010,2,East Waste,3,3,40360,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47990,41855,nr,nr,3,40360,0.503472222,"SS, MP, RM",rough pasture,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,0.4,18.08666667,0.432333333,0.323333333,132.8666667,8,15,50,3,35
33404,557,334,87,2,8702,2010,2,East Waste,4,3,40360,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47995,41859,nr,nr,3,40360,0.503472222,"SS, MP, RM",rough pasture,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,0.4,18.08666667,0.432333333,0.323333333,132.8666667,8,15,70,1,20
33405,558,334,87,2,8702,2010,2,East Waste,5,3,40360,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47997,41860,nr,nr,3,40360,0.503472222,"SS, MP, RM",rough pasture,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,0.4,18.08666667,0.432333333,0.323333333,132.8666667,8,20,70,1,25
33406,559,334,87,2,8702,2010,2,East Waste,6,3,40360,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47998,41861,nr,nr,3,40360,0.503472222,"SS, MP, RM",rough pasture,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,0.4,18.08666667,0.432333333,0.323333333,132.8666667,8,10,70,3,30
33501,560,335,87,3,8703,2010,2,East Waste,1,3,40360,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47792,41852,47792,41852,3,40360,0.527777778,"SS, MP, RM",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.4,18.45,0.413666667,0.313333333,131,6.006666667,10,30,1,25
33502,561,335,87,3,8703,2010,2,East Waste,2,3,40360,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47792,41852,nr,nr,3,40360,0.527777778,"SS, MP, RM",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.4,18.45,0.413666667,0.313333333,131,6.006666667,10,40,1,25
33503,562,335,87,3,8703,2010,2,East Waste,3,3,40360,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47793,41847,nr,nr,3,40360,0.527777778,"SS, MP, RM",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.4,18.45,0.413666667,0.313333333,131,6.006666667,15,40,1,22.5
33504,563,335,87,3,8703,2010,2,East Waste,4,3,40360,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47793,41843,nr,nr,3,40360,0.527777778,"SS, MP, RM",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.4,18.45,0.413666667,0.313333333,131,6.006666667,15,30,1,22.5
33505,564,335,87,3,8703,2010,2,East Waste,5,3,40360,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47794,41837,nr,nr,3,40360,0.527777778,"SS, MP, RM",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.4,18.45,0.413666667,0.313333333,131,6.006666667,10,40,1,22.5
33506,565,335,87,3,8703,2010,2,East Waste,6,3,40360,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47794,41834,nr,nr,3,40360,0.527777778,"SS, MP, RM",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.4,18.45,0.413666667,0.313333333,131,6.006666667,20,50,1,22.5
33601,566,336,87,4,8704,2010,2,East Waste,1,3,40360,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47838,41621,47838,41621,3,40360,0.572916667,"MP, RM, SS",rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.4,19.37,0.476666667,0.36,123.6333333,5.86,10,40,1,10
