Interlink_larva_dippin_with_metadata,Dip-specific_predator_data,Detailled_pics,Detailled_veg_data,Shade_assessed_in_situ?,Data_entered_by/comment,WHO_assessed_vegetation,Cross_Ref,Site,Plot,Plot_ID,Year,Season,Location,Dip_point,NEW_averaged_GPS_readings_ST,NEW_averaged_GPS_readings_Eastings,NEW_averaged_GPS_readings_Northings,Eastings_recordings_from_field_data_sheet,Northings_recordings_from_field_data_sheet,Water_tier_management,Sample_date,Sampling_time,Operator,"Weather (1=sunny, 2=sunny spells, 3=overcast, 4=rain)",Wind_speed,Wind_direction,Air_temperature_[°C],Minimum_air_t_[°C],Maximum_air_t_[°C],"Landcover - rough pasture, rough pasture, reed bed, wet woodland",Buttercup,Grass,Clover,Carex,Juncus,Marsh_marigold,Meadow_sweet,Nettles,Thistle,Water_mint,Dandelion,Birch,Alder,Dog_rose,Hawthorn,Oak,Sallow,Willow,Ladie's_frock,Cows_visible,Sheep_visible,Other_life_stock_visible,Rhyne_cleared,Rhyne_Dry,Dry_ever_(in_that_year),Dry_ever_(all_years),water_body,Average_width_[m],Approx._length_[m]__,Approx._size_[m2],Waterboard_(water_level_below_land)_[m],Distance_dip1_to_rhyne_end_[m],Rhyne_direction_[degrees],Flow_speed_[m/s],Water_temperature_[?C],Turbidity,Salinity,Dissolved_oxygen,pH_probe,pH_-_new_pH_probe,av.depth_proximal_edge_[cm],av.depth_centre_[cm],"av.depth_[cm,_three_measurements,_not_carried_out_beyond_2009]","Exposure_-_1=_sun,_3_=_shade,_2_=_partial_shade,_4_=_open_but_emergent_vegetation_within_rhyne,_5_=_open_but_shaded_by_very_high_bank_or_dense_overhanging_bank_vegetation",Percentage_water_shaded,Fish,Water_boatman,WBL_Water_beetle_larva,Water_beetle,Damselfly_larva,Dragonfly_larva,Phantom_midge,Backswimmer,Saucer_bug,Water_scorpion,Water_spider,Newt,Tadpole,Frog,Flatworm,Gammarus
32703,,,,,SMS,,327,85,3,8503,2010,2,Aller_Moor,3,ST,38808,28409,nr,nr,1,40364,0.496527778,"BP, MP, NG, SS",1,nr,SW,26.5,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,1.1,nr,nr,0,20.36,1.099666667,0.856666667,116.5,8.5,NA,15,40,nr,3,40,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32704,,,,,SMS,,327,85,3,8503,2010,2,Aller_Moor,4,ST,38806,28409,nr,nr,1,40364,0.496527778,"BP, MP, NG, SS",1,nr,SW,26.5,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,1.1,nr,nr,0,20.36,1.099666667,0.856666667,116.5,8.5,NA,20,30,nr,3,40,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32705,,,,,SMS,,327,85,3,8503,2010,2,Aller_Moor,5,ST,38805,28407,nr,nr,1,40364,0.496527778,"BP, MP, NG, SS",1,nr,SW,26.5,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,1.1,nr,nr,0,20.36,1.099666667,0.856666667,116.5,8.5,NA,20,30,nr,3,40,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32706,,,,,SMS,,327,85,3,8503,2010,2,Aller_Moor,6,ST,38803,28405,nr,nr,1,40364,0.496527778,"BP, MP, NG, SS",1,nr,SW,26.5,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,1.1,nr,nr,0,20.36,1.099666667,0.856666667,116.5,8.5,NA,15,20,nr,3,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32801,,,,,SMS,MP,328,85,4,8504,2010,2,Aller_Moor,1,ST,39079,28168,39079,28168,1,40364,0.472222222,"BP, MP, NG, SS",1,nr,NE,26,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,rhyne,1.6,nr,nr,0.4,nr,nr,0,17.65,0.381666667,0.29,138.8333333,7,NA,20,60,nr,2,100,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32802,,,,,SMS,MP,328,85,4,8504,2010,2,Aller_Moor,2,ST,39072,28172,nr,nr,1,40364,0.472222222,"BP, MP, NG, SS",1,nr,NE,26,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,rhyne,1.6,nr,nr,0.4,nr,nr,0,17.65,0.381666667,0.29,138.8333333,7,NA,15,50,nr,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
32803,,,,,SMS,MP,328,85,4,8504,2010,2,Aller_Moor,3,ST,39072,28173,nr,nr,1,40364,0.472222222,"BP, MP, NG, SS",1,nr,NE,26,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,rhyne,1.6,nr,nr,0.4,nr,nr,0,17.65,0.381666667,0.29,138.8333333,7,NA,15,60,nr,3,60,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
32804,,,,,SMS,MP,328,85,4,8504,2010,2,Aller_Moor,4,ST,39069,28177,nr,nr,1,40364,0.472222222,"BP, MP, NG, SS",1,nr,NE,26,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,rhyne,1.6,nr,nr,0.4,nr,nr,0,17.65,0.381666667,0.29,138.8333333,7,NA,30,60,nr,3,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32805,,,,,SMS,MP,328,85,4,8504,2010,2,Aller_Moor,5,ST,39068,28178,nr,nr,1,40364,0.472222222,"BP, MP, NG, SS",1,nr,NE,26,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,rhyne,1.6,nr,nr,0.4,nr,nr,0,17.65,0.381666667,0.29,138.8333333,7,NA,15,70,nr,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32806,,,,,SMS (corrected Eastings value),MP,328,85,4,8504,2010,2,Aller_Moor,6,ST,39067,28179,nr,nr,1,40364,0.472222222,"BP, MP, NG, SS",1,nr,NE,26,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,rhyne,1.6,nr,nr,0.4,nr,nr,0,17.65,0.381666667,0.29,138.8333333,7,NA,40,70,nr,2,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32901,,,,,SMS,MP,329,86,1,8601,2010,2,Southlake_Moor,1,ST,37148,30162,37148,30162,3,40362,0.746527778,"SS, BP, MP, NG",2,2,SW,21,nr,nr,pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.4,nr,nr,0,18.49,0.579666667,0.443333333,129.9,5.813333333,NA,5,40,nr,2,80,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32902,,,,,SMS,MP,329,86,1,8601,2010,2,Southlake_Moor,2,ST,37150,30162,nr,nr,3,40362,0.746527778,"SS, BP, MP, NG",2,2,SW,21,nr,nr,pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.4,nr,nr,0,18.49,0.579666667,0.443333333,129.9,5.813333333,NA,10,70,nr,2,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32903,,,,,SMS,MP,329,86,1,8601,2010,2,Southlake_Moor,3,ST,37152,30167,nr,nr,3,40362,0.746527778,"SS, BP, MP, NG",2,2,SW,21,nr,nr,pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.4,nr,nr,0,18.49,0.579666667,0.443333333,129.9,5.813333333,NA,10,30,nr,2,80,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32904,,,,,SMS,MP,329,86,1,8601,2010,2,Southlake_Moor,4,ST,37155,30170,nr,nr,3,40362,0.746527778,"SS, BP, MP, NG",2,2,SW,21,nr,nr,pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.4,nr,nr,0,18.49,0.579666667,0.443333333,129.9,5.813333333,NA,5,20,nr,2,80,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32905,,,,,SMS,MP,329,86,1,8601,2010,2,Southlake_Moor,5,ST,37157,30176,nr,nr,3,40362,0.746527778,"SS, BP, MP, NG",2,2,SW,21,nr,nr,pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.4,nr,nr,0,18.49,0.579666667,0.443333333,129.9,5.813333333,NA,5,20,nr,2,80,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32906,,,,,SMS,MP,329,86,1,8601,2010,2,Southlake_Moor,6,ST,37158,30178,nr,nr,3,40362,0.746527778,"SS, BP, MP, NG",2,2,SW,21,nr,nr,pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.4,nr,nr,0,18.49,0.579666667,0.443333333,129.9,5.813333333,NA,5,10,nr,2,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33001,,,,,SMS,MP,330,86,2,8602,2010,2,Southlake_Moor,1,ST,37039,30161,37039,30161,3,40362,0.763888889,"SS, BP, MP, NG",2,2,WSW,19,nr,nr,pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,rhyne,1,nr,nr,0.25,nr,nr,0,19.56,0.519333333,0.393333333,122.3,5.53,NA,3,10,nr,2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33002,,,,,SMS,MP,330,86,2,8602,2010,2,Southlake_Moor,2,ST,37039,30163,nr,nr,3,40362,0.763888889,"SS, BP, MP, NG",2,2,WSW,19,nr,nr,pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,rhyne,1,nr,nr,0.25,nr,nr,0,19.56,0.519333333,0.393333333,122.3,5.53,NA,3,5,nr,2,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33003,,,,,SMS,MP,330,86,2,8602,2010,2,Southlake_Moor,3,ST,37040,30166,nr,nr,3,40362,0.763888889,"SS, BP, MP, NG",2,2,WSW,19,nr,nr,pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,rhyne,1,nr,nr,0.25,nr,nr,0,19.56,0.519333333,0.393333333,122.3,5.53,NA,3,5,nr,2,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33004,,,adjusted central percentag cover values as it exceeded 100%.,,SMS,MP,330,86,2,8602,2010,2,Southlake_Moor,4,ST,37041,30168,nr,nr,3,40362,0.763888889,"SS, BP, MP, NG",2,2,WSW,19,nr,nr,pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,rhyne,1,nr,nr,0.25,nr,nr,0,19.56,0.519333333,0.393333333,122.3,5.53,NA,3,10,nr,2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33005,,,,,SMS,MP,330,86,2,8602,2010,2,Southlake_Moor,5,ST,37043,30172,nr,nr,3,40362,0.763888889,"SS, BP, MP, NG",2,2,WSW,19,nr,nr,pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1,nr,nr,0.25,nr,nr,0,19.56,0.519333333,0.393333333,122.3,5.53,NA,3,15,nr,2,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33006,,,,,SMS,MP,330,86,2,8602,2010,2,Southlake_Moor,6,ST,37046,30176,nr,nr,3,40362,0.763888889,"SS, BP, MP, NG",2,2,WSW,19,nr,nr,pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1,nr,nr,0.25,nr,nr,0,19.56,0.519333333,0.393333333,122.3,5.53,NA,3,70,nr,2,85,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33101,,,,,SMS,MP,331,86,3,8603,2010,2,Southlake_Moor,1,ST,36935,30109,36935,30109,3,40362,0.777777778,"SS, BP, MP, NG",2,2 to 3,WSW,18,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.4,nr,nr,0,17.705,0.368,0.275,135.8,6.385,NA,0,0,nr,2,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33102,,,,,SMS,MP,331,86,3,8603,2010,2,Southlake_Moor,2,ST,36934,30107,nr,nr,3,40362,0.777777778,"SS, BP, MP, NG",2,2 to 3,WSW,18,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.4,nr,nr,0,17.705,0.368,0.275,135.8,6.385,NA,2,2,nr,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
33103,,,,,SMS,MP,331,86,3,8603,2010,2,Southlake_Moor,3,ST,36933,30104,nr,nr,3,40362,0.777777778,"SS, BP, MP, NG",2,2 to 3,WSW,18,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,rhyne,2.5,nr,nr,0.4,nr,nr,0,17.705,0.368,0.275,135.8,6.385,NA,3,30,nr,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
33104,,,,,SMS,MP,331,86,3,8603,2010,2,Southlake_Moor,4,ST,36932,30098,nr,nr,3,40362,0.777777778,"SS, BP, MP, NG",2,2 to 3,WSW,18,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.4,nr,nr,0,17.705,0.368,0.275,135.8,6.385,NA,4,50,nr,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
33105,,,,,SMS,MP,331,86,3,8603,2010,2,Southlake_Moor,5,ST,36932,30097,nr,nr,3,40362,0.777777778,"SS, BP, MP, NG",2,2 to 3,WSW,18,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.4,nr,nr,0,17.705,0.368,0.275,135.8,6.385,NA,15,50,nr,2,80,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33106,,,,,SMS,MP,331,86,3,8603,2010,2,Southlake_Moor,6,ST,36931,30092,nr,nr,3,40362,0.777777778,"SS, BP, MP, NG",2,2 to 3,WSW,18,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.4,nr,nr,0,17.705,0.368,0.275,135.8,6.385,NA,2,15,nr,2,80,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33201,,,,,SMS,MP,332,86,4,8604,2010,2,Southlake_Moor,1,ST,37042,29970,37042,29970,3,40362,0.798611111,"SS, BP, MP, NG",2,1,SW,18,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3.1,nr,nr,0.65,nr,nr,0,16.58333333,0.458,0.346666667,144.7666667,6.5,NA,5,20,nr,2,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33202,,,,,SMS,MP,332,86,4,8604,2010,2,Southlake_Moor,2,ST,37041,29970,nr,nr,3,40362,0.798611111,"SS, BP, MP, NG",2,1,SW,18,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3.1,nr,nr,0.65,nr,nr,0,16.58333333,0.458,0.346666667,144.7666667,6.5,NA,5,25,nr,2,95,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
33203,,,,,SMS,MP,332,86,4,8604,2010,2,Southlake_Moor,3,ST,37041,29969,nr,nr,3,40362,0.798611111,"SS, BP, MP, NG",2,1,SW,18,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3.1,nr,nr,0.65,nr,nr,0,16.58333333,0.458,0.346666667,144.7666667,6.5,NA,10,30,nr,2,95,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5
33204,,,,,SMS,MP,332,86,4,8604,2010,2,Southlake_Moor,4,ST,37042,29967,nr,nr,3,40362,0.798611111,"SS, BP, MP, NG",2,1,SW,18,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3.1,nr,nr,0.65,nr,nr,0,16.58333333,0.458,0.346666667,144.7666667,6.5,NA,5,15,nr,2,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33205,,,,,SMS,MP,332,86,4,8604,2010,2,Southlake_Moor,5,ST,37041,29967,nr,nr,3,40362,0.798611111,"SS, BP, MP, NG",2,1,SW,18,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3.1,nr,nr,0.65,nr,nr,0,16.58333333,0.458,0.346666667,144.7666667,6.5,NA,5,20,nr,2,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33206,,,,,SMS,MP,332,86,4,8604,2010,2,Southlake_Moor,6,ST,37041,29966,nr,nr,3,40362,0.798611111,"SS, BP, MP, NG",2,1,SW,18,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3.1,nr,nr,0.65,nr,nr,0,16.58333333,0.458,0.346666667,144.7666667,6.5,NA,3,10,nr,2,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33301,,,,,SMS,MP,333,87,1,8701,2010,2,East_Waste,1,ST,48122,41699,48122,41699,3,40360,0.461805556,"SS, MP, RM",2,3 to 4,SE,27,nr,nr,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0 (but almost),0,0,rhyne (only 2-3 cm water depth in rhyne -> only 6 dips in total),2.3,nr,nr,0.6,nr,nr,0,20.22333333,0.455333333,0.326666667,116.9666667,5.92,NA,5,10,nr,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33302,,,adjusted  proximal percentage cover value as it exceeded 100%.,,SMS,MP,333,87,1,8701,2010,2,East_Waste,2,ST,48118,41696,nr,nr,3,40360,0.461805556,"SS, MP, RM",2,3 to 4,SE,27,nr,nr,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0 (but almost),0,0,rhyne (only 2-3 cm water depth in rhyne -> only 6 dips in total),2.3,nr,nr,0.6,nr,nr,0,20.22333333,0.455333333,0.326666667,116.9666667,5.92,NA,5,20,nr,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33303,,,adjusted  proximal and central percentage cover value as it exceeded 100%.,,SMS,MP,333,87,1,8701,2010,2,East_Waste,3,ST,48118,41695,nr,nr,3,40360,0.461805556,"SS, MP, RM",2,3 to 4,SE,27,nr,nr,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0 (but almost),0,0,rhyne (only 2-3 cm water depth in rhyne -> only 6 dips in total),2.3,nr,nr,0.6,nr,nr,0,20.22333333,0.455333333,0.326666667,116.9666667,5.92,NA,5,30,nr,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33304,,,,,SMS,MP,333,87,1,8701,2010,2,East_Waste,4,ST,48117,41695,nr,nr,3,40360,0.461805556,"SS, MP, RM",2,3 to 4,SE,27,nr,nr,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0 (but almost),0,0,rhyne (only 2-3 cm water depth in rhyne -> only 6 dips in total),2.3,nr,nr,0.6,nr,nr,0,20.22333333,0.455333333,0.326666667,116.9666667,5.92,NA,5,30,nr,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
33305,,,,,SMS,MP,333,87,1,8701,2010,2,East_Waste,5,ST,48116,41695,nr,nr,3,40360,0.461805556,"SS, MP, RM",2,3 to 4,SE,27,nr,nr,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0 (but almost),0,0,rhyne (only 2-3 cm water depth in rhyne -> only 6 dips in total),2.3,nr,nr,0.6,nr,nr,0,20.22333333,0.455333333,0.326666667,116.9666667,5.92,NA,5,35,nr,1,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
33306,,,,,SMS,MP,333,87,1,8701,2010,2,East_Waste,6,ST,48113,41692,nr,nr,3,40360,0.461805556,"SS, MP, RM",2,3 to 4,SE,27,nr,nr,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0 (but almost),0,0,rhyne (only 2-3 cm water depth in rhyne -> only 6 dips in total),2.3,nr,nr,0.6,nr,nr,0,20.22333333,0.455333333,0.326666667,116.9666667,5.92,NA,5,40,nr,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
33401,,,,,SMS,MP,334,87,2,8702,2010,2,East_Waste,1,ST,47987,41852,47987,41852,3,40360,0.503472222,"SS, MP, RM",2,2 to 3,SSE,27,nr,nr,rough pasture,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.4,nr,nr,0,18.08666667,0.432333333,0.323333333,132.8666667,8,NA,15,70,nr,3,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33402,,,,,SMS,MP,334,87,2,8702,2010,2,East_Waste,2,ST,47989,41853,nr,nr,3,40360,0.503472222,"SS, MP, RM",2,2 to 3,SSE,27,nr,nr,rough pasture,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.4,nr,nr,0,18.08666667,0.432333333,0.323333333,132.8666667,8,NA,15,70,nr,1,25,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
33403,,,,,SMS,MP,334,87,2,8702,2010,2,East_Waste,3,ST,47990,41855,nr,nr,3,40360,0.503472222,"SS, MP, RM",2,2 to 3,SSE,27,nr,nr,rough pasture,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.4,nr,nr,0,18.08666667,0.432333333,0.323333333,132.8666667,8,NA,15,50,nr,3,35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
33404,,,,,SMS,MP,334,87,2,8702,2010,2,East_Waste,4,ST,47995,41859,nr,nr,3,40360,0.503472222,"SS, MP, RM",2,2 to 3,SSE,27,nr,nr,rough pasture,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.4,nr,nr,0,18.08666667,0.432333333,0.323333333,132.8666667,8,NA,15,70,nr,1,20,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0
33405,,,,,SMS,MP,334,87,2,8702,2010,2,East_Waste,5,ST,47997,41860,nr,nr,3,40360,0.503472222,"SS, MP, RM",2,2 to 3,SSE,27,nr,nr,rough pasture,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.4,nr,nr,0,18.08666667,0.432333333,0.323333333,132.8666667,8,NA,20,70,nr,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33406,,,,,SMS,MP,334,87,2,8702,2010,2,East_Waste,6,ST,47998,41861,nr,nr,3,40360,0.503472222,"SS, MP, RM",2,2 to 3,SSE,27,nr,nr,rough pasture,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.4,nr,nr,0,18.08666667,0.432333333,0.323333333,132.8666667,8,NA,10,70,nr,3,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33501,,,,,SMS,MP,335,87,3,8703,2010,2,East_Waste,1,ST,47792,41852,47792,41852,3,40360,0.527777778,"SS, MP, RM",2,2 to 3,SSE,26,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.4,nr,nr,0,18.45,0.413666667,0.313333333,131,6.006666667,NA,10,30,nr,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33502,,,,,SMS,MP,335,87,3,8703,2010,2,East_Waste,2,ST,47792,41852,nr,nr,3,40360,0.527777778,"SS, MP, RM",2,2 to 3,SSE,26,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.4,nr,nr,0,18.45,0.413666667,0.313333333,131,6.006666667,NA,10,40,nr,1,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33503,,,,,SMS,MP,335,87,3,8703,2010,2,East_Waste,3,ST,47793,41847,nr,nr,3,40360,0.527777778,"SS, MP, RM",2,2 to 3,SSE,26,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.4,nr,nr,0,18.45,0.413666667,0.313333333,131,6.006666667,NA,15,40,nr,1,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33504,,,,,SMS,MP,335,87,3,8703,2010,2,East_Waste,4,ST,47793,41843,nr,nr,3,40360,0.527777778,"SS, MP, RM",2,2 to 3,SSE,26,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.4,nr,nr,0,18.45,0.413666667,0.313333333,131,6.006666667,NA,15,30,nr,1,22.5,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4
33505,,,,,SMS,MP,335,87,3,8703,2010,2,East_Waste,5,ST,47794,41837,nr,nr,3,40360,0.527777778,"SS, MP, RM",2,2 to 3,SSE,26,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.4,nr,nr,0,18.45,0.413666667,0.313333333,131,6.006666667,NA,10,40,nr,1,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
