Interlink_larva_dippin_with_metadata,1,Dip-specific_predator_data,Detailled_pics,Detailled_veg_data,Shade_assessed_in_situ?,Data_entered_by/comment,WHO_assessed_vegetation,Cross_Ref,Site,Plot,Plot_ID,Year,Season,Location,Dip_point,NEW_averaged_GPS_readings_ST,NEW_averaged_GPS_readings_Eastings,NEW_averaged_GPS_readings_Northings,Eastings_recordings_from_field_data_sheet,Northings_recordings_from_field_data_sheet,Water_tier_management,Sample_date,Sampling_time,Operator,"Weather (1=sunny, 2=sunny spells, 3=overcast, 4=rain)",Wind_speed,Wind_direction,Air_temperature_[°C],Minimum_air_t_[°C],Maximum_air_t_[°C],"Landcover - rough pasture, rough pasture, reed bed, wet woodland",Buttercup,Grass,Clover,Carex,Juncus,Marsh_marigold,Meadow_sweet,Nettles,Thistle,Water_mint,Dandelion,Birch,Alder,Dog_rose,Hawthorn,Oak,Sallow,Willow,Ladie's_frock,Cows_visible,Sheep_visible,Other_life_stock_visible,Rhyne_cleared,Rhyne_Dry,Dry_ever_(in_that_year),Dry_ever_(all_years),water_body,Average_width_[m],Approx._length_[m]__,Approx._size_[m2],Waterboard_(water_level_below_land)_[m],Distance_dip1_to_rhyne_end_[m],Rhyne_direction_[degrees],Flow_speed_[m/s],Water_temperature_[?C],Turbidity,Salinity,Dissolved_oxygen,pH_probe,pH_-_new_pH_probe,av.depth_proximal_edge_[cm],av.depth_centre_[cm],"av.depth_[cm,_three_measurements,_not_carried_out_beyond_2009]","Exposure_-_1=_sun,_3_=_shade,_2_=_partial_shade,_4_=_open_but_emergent_vegetation_within_rhyne,_5_=_open_but_shaded_by_very_high_bank_or_dense_overhanging_bank_vegetation",Percentage_water_shaded,Fish,Water_boatman,WBL_Water_beetle_larva,Water_beetle,Damselfly_larva,Dragonfly_larva,Phantom_midge,Backswimmer,Saucer_bug,Water_scorpion,Water_spider,Newt,Tadpole,Frog,Flatworm,Gammarus
23101,1352,,,,,SMS,MP,231,87,1,8701,2010,1,East_Waste,1,ST,48122,41699,48122,41699,3,40313,0.440972222,"MN, JD, MP, NG",2,1 to 2,N,12,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,nr,nr,0.4,nr,nr,1,13.83,0.558,0.426666667,169.8,7.583333333,NA,25,70,nr,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23102,1353,,,,,SMS,MP,231,87,1,8701,2010,1,East_Waste,2,ST,48118,41696,48118,41696,3,40313,0.440972222,"MN, JD, MP, NG",2,1 to 2,N,12,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,nr,nr,0.4,nr,nr,1,13.83,0.558,0.426666667,169.8,7.583333333,NA,20,60,nr,1,0,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
23103,1354,,,,,SMS,MP,231,87,1,8701,2010,1,East_Waste,3,ST,48118,41695,48118,41695,3,40313,0.440972222,"MN, JD, MP, NG",2,1 to 2,N,12,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,nr,nr,0.4,nr,nr,1,13.83,0.558,0.426666667,169.8,7.583333333,NA,20,80,nr,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23104,1355,,,,,SMS,MP,231,87,1,8701,2010,1,East_Waste,4,ST,48117,41695,48117,41695,3,40313,0.440972222,"MN, JD, MP, NG",2,1 to 2,N,12,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,nr,nr,0.4,nr,nr,1,13.83,0.558,0.426666667,169.8,7.583333333,NA,20,80,nr,1,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0
23105,1356,,,,,SMS,MP,231,87,1,8701,2010,1,East_Waste,5,ST,48116,41695,48116,41695,3,40313,0.440972222,"MN, JD, MP, NG",2,1 to 2,N,12,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,nr,nr,0.4,nr,nr,1,13.83,0.558,0.426666667,169.8,7.583333333,NA,20,80,nr,1,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
23106,1357,,,,,SMS,MP,231,87,1,8701,2010,1,East_Waste,6,ST,48113,41692,48113,41692,3,40313,0.440972222,"MN, JD, MP, NG",2,1 to 2,N,12,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,nr,nr,0.4,nr,nr,1,13.83,0.558,0.426666667,169.8,7.583333333,NA,25,70,nr,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23201,1358,,,,,SMS,MP,232,87,2,8702,2010,1,East_Waste,1,ST,47987,41852,47987,41852,3,40313,0.458333333,"MN, JD, MP, NG",2,0 to 2,N,12,nr,nr,set aside - rough pasture,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.25,nr,nr,0,12.59666667,0.327666667,0.243333333,182.6666667,7.276666667,NA,20,100,nr,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
23202,1359,,,,,SMS,MP,232,87,2,8702,2010,1,East_Waste,2,ST,47989,41853,47989,41853,3,40313,0.458333333,"MN, JD, MP, NG",2,0 to 2,N,12,nr,nr,set aside - rough pasture,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.25,nr,nr,0,12.59666667,0.327666667,0.243333333,182.6666667,7.276666667,NA,80,100,nr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
23203,1360,,,,,SMS,MP,232,87,2,8702,2010,1,East_Waste,3,ST,47990,41855,47990,41855,3,40313,0.458333333,"MN, JD, MP, NG",2,0 to 2,N,12,nr,nr,set aside - rough pasture,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.25,nr,nr,0,12.59666667,0.327666667,0.243333333,182.6666667,7.276666667,NA,80,100,nr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23204,1361,,,,,SMS,MP,232,87,2,8702,2010,1,East_Waste,4,ST,47995,41859,47995,41859,3,40313,0.458333333,"MN, JD, MP, NG",2,0 to 2,N,12,nr,nr,set aside - rough pasture,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.25,nr,nr,0,12.59666667,0.327666667,0.243333333,182.6666667,7.276666667,NA,30,100,nr,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23205,1362,,,,,SMS,MP,232,87,2,8702,2010,1,East_Waste,5,ST,47997,41860,47997,41860,3,40313,0.458333333,"MN, JD, MP, NG",2,0 to 2,N,12,nr,nr,set aside - rough pasture,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.25,nr,nr,0,12.59666667,0.327666667,0.243333333,182.6666667,7.276666667,NA,80,90,nr,1,0,0,0,0,2,0,0,0,0,0,0,0,0,118,0,0,0
23206,1363,,,,,SMS,MP,232,87,2,8702,2010,1,East_Waste,6,ST,47998,41861,47998,41861,3,40313,0.458333333,"MN, JD, MP, NG",2,0 to 2,N,12,nr,nr,set aside - rough pasture,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.25,nr,nr,0,12.59666667,0.327666667,0.243333333,182.6666667,7.276666667,NA,80,80,nr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
23301,1364,,,,,SMS,MP,233,87,3,8703,2010,1,East_Waste,1,ST,47792,41852,47792,41852,3,40313,0.470138889,"NG, JD, MP, MN",2,3,NW,14,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.3,nr,nr,0,12.87333333,0.337333333,0.253333333,179.7333333,7.153333333,NA,40,80,nr,nr,nr,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23302,1365,,,,,SMS,MP,233,87,3,8703,2010,1,East_Waste,2,ST,47792,41852,47792,41852,3,40313,0.470138889,"NG, JD, MP, MN",2,3,NW,14,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.3,nr,nr,0,12.87333333,0.337333333,0.253333333,179.7333333,7.153333333,NA,20,80,nr,nr,nr,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23303,1366,,,,,SMS,MP,233,87,3,8703,2010,1,East_Waste,3,ST,47793,41847,47793,41847,3,40313,0.470138889,"NG, JD, MP, MN",2,3,NW,14,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.3,nr,nr,0,12.87333333,0.337333333,0.253333333,179.7333333,7.153333333,NA,40,100,nr,nr,nr,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
23304,1367,,,,,SMS,MP,233,87,3,8703,2010,1,East_Waste,4,ST,47793,41843,47793,41843,3,40313,0.470138889,"NG, JD, MP, MN",2,3,NW,14,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.3,nr,nr,0,12.87333333,0.337333333,0.253333333,179.7333333,7.153333333,NA,20,80,nr,nr,nr,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
23305,1368,,,,,SMS,MP,233,87,3,8703,2010,1,East_Waste,5,ST,47794,41837,47794,41837,3,40313,0.470138889,"NG, JD, MP, MN",2,3,NW,14,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.3,nr,nr,0,12.87333333,0.337333333,0.253333333,179.7333333,7.153333333,NA,20,100,nr,nr,nr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23306,1369,,,,,SMS,MP,233,87,3,8703,2010,1,East_Waste,6,ST,47794,41834,47794,41834,3,40313,0.470138889,"NG, JD, MP, MN",2,3,NW,14,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.3,nr,nr,0,12.87333333,0.337333333,0.253333333,179.7333333,7.153333333,NA,40,80,nr,nr,nr,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
23401,1370,,,,,SMS,MP,234,87,4,8704,2010,1,East_Waste,1,ST,47838,41621,47838,41621,3,40313,0.485416667,MN MP NG SS,2,3,NW,14,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,nr,nr,0.3,nr,nr,0,14.97333333,0.471666667,0.356666667,158.7333333,7.213333333,NA,80,80,nr,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23402,1371,,,,,SMS,MP,234,87,4,8704,2010,1,East_Waste,2,ST,47838,41621,47838,41621,3,40313,0.485416667,MN MP NG SS,2,3,NW,14,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,nr,nr,0.3,nr,nr,0,14.97333333,0.471666667,0.356666667,158.7333333,7.213333333,NA,15,80,nr,nr,nr,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23403,1372,,,,,SMS,MP,234,87,4,8704,2010,1,East_Waste,3,ST,47838,41622,47838,41622,3,40313,0.485416667,MN MP NG SS,2,3,NW,14,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,nr,nr,0.3,nr,nr,0,14.97333333,0.471666667,0.356666667,158.7333333,7.213333333,NA,15,80,nr,1,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23404,1373,,,,,SMS,MP,234,87,4,8704,2010,1,East_Waste,4,ST,47835,41625,47835,41625,3,40313,0.485416667,MN MP NG SS,2,3,NW,14,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,nr,nr,0.3,nr,nr,0,14.97333333,0.471666667,0.356666667,158.7333333,7.213333333,NA,10,80,nr,nr,nr,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
23405,1374,,,,,SMS,MP,234,87,4,8704,2010,1,East_Waste,5,ST,47835,41626,47835,41626,3,40313,0.485416667,MN MP NG SS,2,3,NW,14,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,nr,nr,0.3,nr,nr,0,14.97333333,0.471666667,0.356666667,158.7333333,7.213333333,NA,50,80,nr,1,5,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
23406,1375,,,,,SMS,MP,234,87,4,8704,2010,1,East_Waste,6,ST,47835,41628,47835,41628,3,40313,0.485416667,MN MP NG SS,2,3,NW,14,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,nr,nr,0.3,nr,nr,0,14.97333333,0.471666667,0.356666667,158.7333333,7.213333333,NA,40,80,nr,nr,nr,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27801,1376,,,,,SMS,MP,278,88,1,8801,2010,1,Cheddar,1,ST,46019,51987,46019,51987,1,40312,0.633333333,"JD, MN, MP, NG",3,1 to 2,NE,NA,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.7,nr,nr,1,nr,nr,0,12.98666667,0.495666667,0.376666667,178.2666667,7.44,NA,15,25,nr,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27802,1377,,,,,SMS,MP,278,88,1,8801,2010,1,Cheddar,2,ST,46021,51985,46021,51985,1,40312,0.633333333,"JD, MN, MP, NG",3,1 to 2,NE,NA,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.7,nr,nr,1,nr,nr,0,12.98666667,0.495666667,0.376666667,178.2666667,7.44,NA,20,20,nr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27803,1378,,,,,SMS,MP,278,88,1,8801,2010,1,Cheddar,3,ST,46024,51991,46024,51991,1,40312,0.633333333,"JD, MN, MP, NG",3,1 to 2,NE,NA,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.7,nr,nr,1,nr,nr,0,12.98666667,0.495666667,0.376666667,178.2666667,7.44,NA,15,20,nr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27804,1379,,,,,SMS,MP,278,88,1,8801,2010,1,Cheddar,4,ST,46026,51990,46026,51990,1,40312,0.633333333,"JD, MN, MP, NG",3,1 to 2,NE,NA,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.7,nr,nr,1,nr,nr,0,12.98666667,0.495666667,0.376666667,178.2666667,7.44,NA,20,25,nr,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27805,1380,,,,,SMS,MP,278,88,1,8801,2010,1,Cheddar,5,ST,46028,51986,46028,51986,1,40312,0.633333333,"JD, MN, MP, NG",3,1 to 2,NE,NA,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.7,nr,nr,1,nr,nr,0,12.98666667,0.495666667,0.376666667,178.2666667,7.44,NA,15,15,nr,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27806,1381,,,,,SMS,MP,278,88,1,8801,2010,1,Cheddar,6,ST,46031,51982,46031,51982,1,40312,0.633333333,"JD, MN, MP, NG",3,1 to 2,NE,NA,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.7,nr,nr,1,nr,nr,0,12.98666667,0.495666667,0.376666667,178.2666667,7.44,NA,10,20,nr,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27901,1382,,,,,SMS,MP,279,88,2,8802,2010,1,Cheddar,1,ST,45912,51869,45912,51869,1,40312,0.649305556,"JD, MN, MP, NG",3,1,SW,,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.9,nr,nr,0.5,nr,nr,0,11.53333333,0.594333333,0.453333333,194.7333333,7.133333333,NA,10,20,nr,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27902,1383,,,,,SMS,MP,279,88,2,8802,2010,1,Cheddar,2,ST,45912,51868,45912,51868,1,40312,0.649305556,"JD, MN, MP, NG",3,1,SW,,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.9,nr,nr,0.5,nr,nr,0,11.53333333,0.594333333,0.453333333,194.7333333,7.133333333,NA,10,15,nr,3,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27903,1384,,,,,SMS,MP,279,88,2,8802,2010,1,Cheddar,3,ST,45911,51866,45911,51866,1,40312,0.649305556,"JD, MN, MP, NG",3,1,SW,,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.9,nr,nr,0.5,nr,nr,0,11.53333333,0.594333333,0.453333333,194.7333333,7.133333333,NA,3,20,nr,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
27904,1385,,,,,SMS,MP,279,88,2,8802,2010,1,Cheddar,4,ST,45909,51861,45909,51861,1,40312,0.649305556,"JD, MN, MP, NG",3,1,SW,,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.9,nr,nr,0.5,nr,nr,0,11.53333333,0.594333333,0.453333333,194.7333333,7.133333333,NA,5,20,nr,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27905,1386,,,,,SMS,MP,279,88,2,8802,2010,1,Cheddar,5,ST,45907,51857,45907,51857,1,40312,0.649305556,"JD, MN, MP, NG",3,1,SW,,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.9,nr,nr,0.5,nr,nr,0,11.53333333,0.594333333,0.453333333,194.7333333,7.133333333,NA,10,20,nr,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27906,1387,,,,,SMS,MP,279,88,2,8802,2010,1,Cheddar,6,ST,45906,51851,45906,51851,1,40312,0.649305556,"JD, MN, MP, NG",3,1,SW,,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.9,nr,nr,0.5,nr,nr,0,11.53333333,0.594333333,0.453333333,194.7333333,7.133333333,NA,15,20,nr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28001,1388,,,,,SMS,MP,280,88,3,8803,2010,1,Cheddar,1,ST,45951,51785,nr,nr,1,40312,0.667361111,"JD, MN, MP, NG",3,1 to 2,SW,11,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,3.8,nr,nr,1,nr,nr,1,13.45,0.437333333,0.326666667,173.4333333,7.82,NA,40,100,nr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28002,1389,,,,,SMS,MP,280,88,3,8803,2010,1,Cheddar,2,ST,45947,51788,nr,nr,1,40312,0.667361111,"JD, MN, MP, NG",3,1 to 2,SW,11,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,3.8,nr,nr,1,nr,nr,1,13.45,0.437333333,0.326666667,173.4333333,7.82,NA,30,100,nr,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28003,1390,,,,,SMS,MP,280,88,3,8803,2010,1,Cheddar,3,ST,45945,51790,nr,nr,1,40312,0.667361111,"JD, MN, MP, NG",3,1 to 2,SW,11,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,3.8,nr,nr,1,nr,nr,1,13.45,0.437333333,0.326666667,173.4333333,7.82,NA,40,100,nr,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28004,1391,,,,,SMS,MP,280,88,3,8803,2010,1,Cheddar,4,ST,45938,51786,nr,nr,1,40312,0.667361111,"JD, MN, MP, NG",3,1 to 2,SW,11,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,3.8,nr,nr,1,nr,nr,1,13.45,0.437333333,0.326666667,173.4333333,7.82,NA,40,100,nr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28005,1392,,,,,SMS,MP,280,88,3,8803,2010,1,Cheddar,5,ST,45932,51784,nr,nr,1,40312,0.667361111,"JD, MN, MP, NG",3,1 to 2,SW,11,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,3.8,nr,nr,1,nr,nr,1,13.45,0.437333333,0.326666667,173.4333333,7.82,NA,40,100,nr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28006,1393,,,,,SMS,MP,280,88,3,8803,2010,1,Cheddar,6,ST,45933,51784,nr,nr,1,40312,0.667361111,"JD, MN, MP, NG",3,1 to 2,SW,11,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,3.8,nr,nr,1,nr,nr,1,13.45,0.437333333,0.326666667,173.4333333,7.82,NA,40,100,nr,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28101,1394,,,,,SMS,MP,281,88,4,8804,2010,1,Cheddar,1,ST,46237,51807,46237,51807,1,40312,0.698611111,"NG, JD, MP, MN",3,2 to 3,SW,NA,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.8,nr,nr,0.8,nr,nr,0,13.45,0.489333333,0.373333333,173.4666667,7.973333333,NA,30,60,nr,nr,nr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28102,1395,,,,,SMS,MP,281,88,4,8804,2010,1,Cheddar,2,ST,46234,51809,46234,51809,1,40312,0.698611111,"NG, JD, MP, MN",3,2 to 3,SW,NA,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.8,nr,nr,0.8,nr,nr,0,13.45,0.489333333,0.373333333,173.4666667,7.973333333,NA,20,50,nr,nr,nr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28103,1396,,,,,SMS,MP,281,88,4,8804,2010,1,Cheddar,3,ST,46228,51813,46228,51813,1,40312,0.698611111,"NG, JD, MP, MN",3,2 to 3,SW,NA,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.8,nr,nr,0.8,nr,nr,0,13.45,0.489333333,0.373333333,173.4666667,7.973333333,NA,30,50,nr,nr,nr,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28104,1397,,,,,SMS,MP,281,88,4,8804,2010,1,Cheddar,4,ST,46226,51815,46226,51815,1,40312,0.698611111,"NG, JD, MP, MN",3,2 to 3,SW,NA,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.8,nr,nr,0.8,nr,nr,0,13.45,0.489333333,0.373333333,173.4666667,7.973333333,NA,15,50,nr,nr,nr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28105,1398,,,,,SMS,MP,281,88,4,8804,2010,1,Cheddar,5,ST,46225,51817,46225,51817,1,40312,0.698611111,"NG, JD, MP, MN",3,2 to 3,SW,NA,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.8,nr,nr,0.8,nr,nr,0,13.45,0.489333333,0.373333333,173.4666667,7.973333333,NA,30,50,nr,nr,nr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28106,1399,,,,,SMS,MP,281,88,4,8804,2010,1,Cheddar,6,ST,46223,51818,46223,51818,1,40312,0.698611111,"NG, JD, MP, MN",3,2 to 3,SW,NA,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.8,nr,nr,0.8,nr,nr,0,13.45,0.489333333,0.373333333,173.4666667,7.973333333,NA,20,50,nr,nr,nr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23901,1400,,,,,SMS,,239,89,1,8901,2010,1,Tadham_Moor,1,ST,41365,45660,41365,45662,3,40312,0.447222222,"JD, MN, MP, NG",4,2 to 3,SW,12,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rhyne,2,nr,nr,NA,nr,nr,0,12.82666667,0.523666667,0.4,180.0333333,7.316666667,NA,15,100,nr,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23902,1401,,,,,SMS,,239,89,1,8901,2010,1,Tadham_Moor,2,ST,41366,45653,41366,45653,3,40312,0.447222222,"JD, MN, MP, NG",4,2 to 3,SW,12,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rhyne,2,nr,nr,NA,nr,nr,0,12.82666667,0.523666667,0.4,180.0333333,7.316666667,NA,20,100,nr,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23903,1402,,,,,SMS,,239,89,1,8901,2010,1,Tadham_Moor,3,ST,41368,45658,41368,45658,3,40312,0.447222222,"JD, MN, MP, NG",4,2 to 3,SW,12,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rhyne,2,nr,nr,NA,nr,nr,0,12.82666667,0.523666667,0.4,180.0333333,7.316666667,NA,10,100,nr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
